r = 0.3,upperCap = 50,,,
23,0.25,0.05,119,33
23,0.25,0.05,139,7
23,0.25,0.05,140,38
23,0.25,0.05,141,25
23,0.25,0.05,161,46
23,0.25,0.05,169,32
23,0.25,0.05,175,7
23,0.25,0.05,177,37
23,0.25,0.05,183,46
23,0.25,0.05,187,47
24,0.01,0.9,-,-
25,0.7,0.79,7,0
25,0.7,0.79,10,23
25,0.7,0.79,12,24
25,0.7,0.79,34,7
25,0.7,0.79,42,7
25,0.7,0.79,44,34
25,0.7,0.79,47,8
25,0.7,0.79,49,37
25,0.7,0.79,60,37
25,0.7,0.79,69,9
25,0.7,0.79,74,20
25,0.7,0.79,80,34
25,0.7,0.79,97,22
25,0.7,0.79,99,22
25,0.7,0.79,122,23
25,0.7,0.79,127,42
25,0.7,0.79,147,20
25,0.7,0.79,152,42
25,0.7,0.79,153,10
25,0.7,0.79,158,41
25,0.7,0.79,167,46
25,0.7,0.79,180,46
25,0.7,0.79,181,22
25,0.7,0.79,184,34
26,0.82,0.41,0,36
26,0.82,0.41,7,12
26,0.82,0.41,8,3
26,0.82,0.41,9,22
26,0.82,0.41,11,49
26,0.82,0.41,21,44
26,0.82,0.41,27,24
26,0.82,0.41,28,39
26,0.82,0.41,43,45
26,0.82,0.41,54,42
26,0.82,0.41,57,39
26,0.82,0.41,58,37
26,0.82,0.41,71,32
26,0.82,0.41,72,35
26,0.82,0.41,73,12
26,0.82,0.41,74,49
26,0.82,0.41,82,45
26,0.82,0.41,89,33
26,0.82,0.41,93,31
26,0.82,0.41,95,1
26,0.82,0.41,100,24
26,0.82,0.41,103,8
26,0.82,0.41,106,27
26,0.82,0.41,108,0
26,0.82,0.41,117,8
26,0.82,0.41,120,24
26,0.82,0.41,124,30
26,0.82,0.41,127,40
26,0.82,0.41,130,0
26,0.82,0.41,145,29
26,0.82,0.41,147,42
26,0.82,0.41,152,16
26,0.82,0.41,157,6
26,0.82,0.41,159,20
26,0.82,0.41,163,15
26,0.82,0.41,164,34
26,0.82,0.41,165,14
26,0.82,0.41,179,47
26,0.82,0.41,193,0
26,0.82,0.41,199,33
27,0.83,0.36,0,33
27,0.83,0.36,8,16
27,0.83,0.36,54,28
27,0.83,0.36,72,11
27,0.83,0.36,73,21
27,0.83,0.36,82,18
27,0.83,0.36,89,38
27,0.83,0.36,103,22
27,0.83,0.36,108,0
27,0.83,0.36,120,20
27,0.83,0.36,124,49
27,0.83,0.36,126,3
27,0.83,0.36,147,18
27,0.83,0.36,159,34
27,0.83,0.36,164,24
27,0.83,0.36,178,3
27,0.83,0.36,179,5
28,0.96,0.16,-,-
29,0.06,0.37,65,27
29,0.06,0.37,196,12
30,0.42,0.03,8,3
30,0.42,0.03,20,34
30,0.42,0.03,22,15
30,0.42,0.03,41,22
30,0.42,0.03,55,27
30,0.42,0.03,56,48
30,0.42,0.03,66,0
30,0.42,0.03,75,0
30,0.42,0.03,78,25
30,0.42,0.03,116,48
30,0.42,0.03,118,49
30,0.42,0.03,140,49
30,0.42,0.03,141,6
30,0.42,0.03,161,2
30,0.42,0.03,175,34
30,0.42,0.03,177,35
30,0.42,0.03,178,16
30,0.42,0.03,183,32
30,0.42,0.03,194,39
30,0.42,0.03,199,16
31,0.12,0.74,24,10
31,0.12,0.74,59,34
31,0.12,0.74,85,41
31,0.12,0.74,105,10
31,0.12,0.74,151,15
31,0.12,0.74,170,2
31,0.12,0.74,192,8
31,0.12,0.74,196,20
32,0.89,0.29,0,13
32,0.89,0.29,9,33
32,0.89,0.29,21,38
32,0.89,0.29,26,47
32,0.89,0.29,27,32
32,0.89,0.29,28,2
32,0.89,0.29,43,22
32,0.89,0.29,52,12
32,0.89,0.29,54,3
32,0.89,0.29,57,28
32,0.89,0.29,58,42
32,0.89,0.29,68,6
32,0.89,0.29,71,2
32,0.89,0.29,72,11
32,0.89,0.29,73,44
32,0.89,0.29,77,7
32,0.89,0.29,82,47
32,0.89,0.29,89,1
32,0.89,0.29,93,41
32,0.89,0.29,95,21
32,0.89,0.29,100,34
32,0.89,0.29,102,13
32,0.89,0.29,103,45
32,0.89,0.29,106,5
32,0.89,0.29,114,3
32,0.89,0.29,115,22
32,0.89,0.29,117,24
32,0.89,0.29,120,5
32,0.89,0.29,124,36
32,0.89,0.29,126,34
32,0.89,0.29,129,34
32,0.89,0.29,130,36
32,0.89,0.29,143,28
32,0.89,0.29,145,21
32,0.89,0.29,157,39
32,0.89,0.29,159,42
32,0.89,0.29,163,47
32,0.89,0.29,164,30
32,0.89,0.29,165,22
32,0.89,0.29,178,24
32,0.89,0.29,179,34
32,0.89,0.29,193,1
33,0.55,0.18,8,28
33,0.55,0.18,11,10
33,0.55,0.18,16,44
33,0.55,0.18,18,41
33,0.55,0.18,20,30
33,0.55,0.18,22,13
33,0.55,0.18,30,36
33,0.55,0.18,41,22
33,0.55,0.18,56,47
33,0.55,0.18,57,34
33,0.55,0.18,62,45
33,0.55,0.18,72,14
33,0.55,0.18,73,23
33,0.55,0.18,75,6
33,0.55,0.18,78,23
33,0.55,0.18,93,34
33,0.55,0.18,98,36
33,0.55,0.18,100,24
33,0.55,0.18,106,27
33,0.55,0.18,107,22
33,0.55,0.18,108,27
33,0.55,0.18,114,37
33,0.55,0.18,118,29
33,0.55,0.18,129,25
33,0.55,0.18,141,19
33,0.55,0.18,143,7
33,0.55,0.18,145,44
33,0.55,0.18,161,48
33,0.55,0.18,171,27
33,0.55,0.18,175,3
33,0.55,0.18,178,8
33,0.55,0.18,179,44
33,0.55,0.18,186,34
33,0.55,0.18,191,6
33,0.55,0.18,193,34
33,0.55,0.18,194,38
33,0.55,0.18,198,6
33,0.55,0.18,199,13
34,0.55,0.77,1,8
34,0.55,0.77,42,32
34,0.55,0.77,49,35
34,0.55,0.77,60,37
34,0.55,0.77,64,45
34,0.55,0.77,69,20
34,0.55,0.77,85,22
34,0.55,0.77,96,25
34,0.55,0.77,97,42
34,0.55,0.77,101,48
34,0.55,0.77,122,4
34,0.55,0.77,127,39
34,0.55,0.77,146,25
34,0.55,0.77,148,20
34,0.55,0.77,152,30
34,0.55,0.77,153,40
34,0.55,0.77,168,5
34,0.55,0.77,181,8
34,0.55,0.77,184,44
34,0.55,0.77,185,33
35,0.27,0.65,1,8
35,0.27,0.65,6,7
35,0.27,0.65,13,29
35,0.27,0.65,16,21
35,0.27,0.65,31,23
35,0.27,0.65,36,20
35,0.27,0.65,59,27
35,0.27,0.65,60,21
35,0.27,0.65,69,32
35,0.27,0.65,76,26
35,0.27,0.65,83,15
35,0.27,0.65,85,48
35,0.27,0.65,101,44
35,0.27,0.65,104,18
35,0.27,0.65,105,49
35,0.27,0.65,109,45
35,0.27,0.65,121,40
35,0.27,0.65,122,17
35,0.27,0.65,135,42
35,0.27,0.65,150,33
35,0.27,0.65,151,32
35,0.27,0.65,168,15
35,0.27,0.65,170,8
35,0.27,0.65,171,4
35,0.27,0.65,182,28
35,0.27,0.65,184,26
35,0.27,0.65,185,48
35,0.27,0.65,188,49
35,0.27,0.65,192,3
35,0.27,0.65,196,29
36,0.08,0.62,6,0
36,0.08,0.62,13,46
36,0.08,0.62,24,33
36,0.08,0.62,29,7
36,0.08,0.62,31,23
36,0.08,0.62,59,47
36,0.08,0.62,76,5
36,0.08,0.62,83,24
36,0.08,0.62,85,5
36,0.08,0.62,101,21
36,0.08,0.62,104,44
36,0.08,0.62,105,13
36,0.08,0.62,109,44
36,0.08,0.62,142,42
36,0.08,0.62,150,44
36,0.08,0.62,151,6
36,0.08,0.62,170,21
36,0.08,0.62,182,34
36,0.08,0.62,188,15
36,0.08,0.62,192,2
36,0.08,0.62,195,45
36,0.08,0.62,196,28
37,0.03,0.12,29,48
37,0.03,0.12,38,11
37,0.03,0.12,51,30
37,0.03,0.12,65,13
37,0.03,0.12,66,18
37,0.03,0.12,116,47
37,0.03,0.12,169,9
37,0.03,0.12,177,38
38,0,0.01,65,31
39,0.01,0.09,4,2
39,0.01,0.09,29,14
39,0.01,0.09,37,17
39,0.01,0.09,38,9
39,0.01,0.09,51,14
39,0.01,0.09,55,16
39,0.01,0.09,65,45
39,0.01,0.09,66,23
39,0.01,0.09,116,27
39,0.01,0.09,119,15
39,0.01,0.09,139,23
39,0.01,0.09,140,46
39,0.01,0.09,169,20
39,0.01,0.09,177,47
39,0.01,0.09,183,49
39,0.01,0.09,187,33
39,0.01,0.09,195,8
40,0.28,0.47,3,19
40,0.28,0.47,4,42
40,0.28,0.47,5,47
40,0.28,0.47,6,29
40,0.28,0.47,13,11
40,0.28,0.47,14,10
40,0.28,0.47,16,47
40,0.28,0.47,18,15
40,0.28,0.47,29,44
40,0.28,0.47,35,14
40,0.28,0.47,36,17
40,0.28,0.47,49,32
40,0.28,0.47,50,24
40,0.28,0.47,51,29
40,0.28,0.47,53,35
40,0.28,0.47,59,40
40,0.28,0.47,64,11
40,0.28,0.47,65,14
40,0.28,0.47,75,34
40,0.28,0.47,76,18
40,0.28,0.47,81,10
40,0.28,0.47,83,23
40,0.28,0.47,84,33
40,0.28,0.47,96,36
40,0.28,0.47,101,41
40,0.28,0.47,105,22
40,0.28,0.47,109,11
40,0.28,0.47,110,45
40,0.28,0.47,119,26
40,0.28,0.47,121,5
40,0.28,0.47,135,34
40,0.28,0.47,136,27
40,0.28,0.47,144,18
40,0.28,0.47,146,14
40,0.28,0.47,148,48
40,0.28,0.47,150,44
40,0.28,0.47,155,18
40,0.28,0.47,160,29
40,0.28,0.47,161,5
40,0.28,0.47,171,22
40,0.28,0.47,183,45
40,0.28,0.47,186,44
40,0.28,0.47,188,16
40,0.28,0.47,191,9
40,0.28,0.47,192,8
40,0.28,0.47,195,36
40,0.28,0.47,196,49
40,0.28,0.47,198,38
41,0.53,0.19,0,20
41,0.53,0.19,8,10
41,0.53,0.19,11,39
41,0.53,0.19,16,3
41,0.53,0.19,20,42
41,0.53,0.19,22,1
41,0.53,0.19,56,20
41,0.53,0.19,57,44
41,0.53,0.19,72,33
41,0.53,0.19,73,25
41,0.53,0.19,78,20
41,0.53,0.19,93,18
41,0.53,0.19,100,34
41,0.53,0.19,108,35
41,0.53,0.19,114,21
41,0.53,0.19,118,9
41,0.53,0.19,121,34
41,0.53,0.19,141,20
41,0.53,0.19,145,13
41,0.53,0.19,161,15
41,0.53,0.19,171,21
41,0.53,0.19,178,13
41,0.53,0.19,179,38
41,0.53,0.19,186,49
41,0.53,0.19,193,17
41,0.53,0.19,199,17
42,0.76,0.95,127,34
42,0.76,0.95,158,12
42,0.76,0.95,184,43
43,0.94,0.47,0,34
43,0.94,0.47,7,47
43,0.94,0.47,10,18
43,0.94,0.47,21,17
43,0.94,0.47,27,15
43,0.94,0.47,54,48
43,0.94,0.47,82,29
43,0.94,0.47,89,23
43,0.94,0.47,95,5
43,0.94,0.47,103,12
43,0.94,0.47,117,40
43,0.94,0.47,120,10
43,0.94,0.47,124,8
43,0.94,0.47,130,3
43,0.94,0.47,147,22
43,0.94,0.47,159,41
43,0.94,0.47,163,24
43,0.94,0.47,164,48
43,0.94,0.47,179,3
43,0.94,0.47,193,40
44,0.5,0.87,1,3
44,0.5,0.87,34,21
44,0.5,0.87,42,30
44,0.5,0.87,47,13
44,0.5,0.87,49,23
44,0.5,0.87,60,14
44,0.5,0.87,64,32
44,0.5,0.87,69,19
44,0.5,0.87,85,31
44,0.5,0.87,88,29
44,0.5,0.87,97,44
44,0.5,0.87,101,42
44,0.5,0.87,122,49
44,0.5,0.87,127,6
44,0.5,0.87,128,17
44,0.5,0.87,153,0
44,0.5,0.87,162,33
44,0.5,0.87,168,34
44,0.5,0.87,180,42
44,0.5,0.87,181,29
44,0.5,0.87,184,36
44,0.5,0.87,185,15
45,0.51,0.56,0,12
45,0.51,0.56,3,37
45,0.51,0.56,5,26
45,0.51,0.56,11,36
45,0.51,0.56,12,48
45,0.51,0.56,13,24
45,0.51,0.56,14,43
45,0.51,0.56,16,0
45,0.51,0.56,18,47
45,0.51,0.56,21,18
45,0.51,0.56,25,11
45,0.51,0.56,34,16
45,0.51,0.56,35,10
45,0.51,0.56,40,29
45,0.51,0.56,47,35
45,0.51,0.56,49,42
45,0.51,0.56,57,10
45,0.51,0.56,60,45
45,0.51,0.56,64,0
45,0.51,0.56,69,17
45,0.51,0.56,73,24
45,0.51,0.56,80,6
45,0.51,0.56,94,3
45,0.51,0.56,96,31
45,0.51,0.56,100,43
45,0.51,0.56,101,42
45,0.51,0.56,103,37
45,0.51,0.56,108,10
45,0.51,0.56,109,32
45,0.51,0.56,110,29
45,0.51,0.56,111,16
45,0.51,0.56,115,43
45,0.51,0.56,121,42
45,0.51,0.56,125,18
45,0.51,0.56,127,8
45,0.51,0.56,128,37
45,0.51,0.56,135,36
45,0.51,0.56,138,11
45,0.51,0.56,143,49
45,0.51,0.56,146,45
45,0.51,0.56,148,10
45,0.51,0.56,152,19
45,0.51,0.56,161,30
45,0.51,0.56,165,48
45,0.51,0.56,171,39
45,0.51,0.56,180,42
45,0.51,0.56,181,37
45,0.51,0.56,184,29
45,0.51,0.56,185,17
45,0.51,0.56,186,25
45,0.51,0.56,191,37
45,0.51,0.56,192,9
45,0.51,0.56,193,4
45,0.51,0.56,199,38
46,0.95,0.9,7,23
