r = 0.2,upperCap = 2,,,
44,0.5,0.87,47,1
44,0.5,0.87,63,2
45,0.51,0.56,0,2
45,0.51,0.56,94,2
46,0.95,0.9,10,1
46,0.95,0.9,42,1
46,0.95,0.9,99,2
47,0.58,0.72,12,1
47,0.58,0.72,25,2
47,0.58,0.72,45,1
47,0.58,0.72,94,2
48,0.61,1,42,1
48,0.61,1,44,1
48,0.61,1,97,1
49,0.45,0.66,34,1
49,0.45,0.66,45,2
49,0.45,0.66,47,1
49,0.45,0.66,60,1
49,0.45,0.66,64,1
49,0.45,0.66,94,2
50,0.17,0.38,4,1
50,0.17,0.38,6,1
50,0.17,0.38,13,1
50,0.17,0.38,29,2
50,0.17,0.38,40,2
50,0.17,0.38,51,1
50,0.17,0.38,53,1
50,0.17,0.38,65,1
50,0.17,0.38,67,2
50,0.17,0.38,75,2
50,0.17,0.38,84,1
50,0.17,0.38,86,2
51,0.05,0.31,4,2
51,0.05,0.31,29,1
51,0.05,0.31,61,1
51,0.05,0.31,65,2
51,0.05,0.31,86,1
52,0.88,0.05,15,2
52,0.88,0.05,28,1
52,0.88,0.05,68,1
52,0.88,0.05,77,2
52,0.88,0.05,93,2
53,0.08,0.42,4,2
53,0.08,0.42,6,1
53,0.08,0.42,29,1
53,0.08,0.42,36,2
53,0.08,0.42,51,2
53,0.08,0.42,65,1
53,0.08,0.42,76,1
53,0.08,0.42,81,1
53,0.08,0.42,86,2
54,0.95,0.29,77,2
55,0.18,0.17,4,1
55,0.18,0.17,17,1
55,0.18,0.17,23,1
55,0.18,0.17,37,2
55,0.18,0.17,39,1
55,0.18,0.17,51,1
55,0.18,0.17,61,1
55,0.18,0.17,65,2
55,0.18,0.17,66,1
55,0.18,0.17,67,2
56,0.47,0.07,8,2
56,0.47,0.07,20,1
56,0.47,0.07,30,2
56,0.47,0.07,33,2
56,0.47,0.07,62,2
56,0.47,0.07,78,2
56,0.47,0.07,98,1
57,0.63,0.34,0,2
57,0.63,0.34,2,1
57,0.63,0.34,8,2
57,0.63,0.34,11,2
57,0.63,0.34,71,2
57,0.63,0.34,72,1
57,0.63,0.34,73,2
57,0.63,0.34,78,1
58,0.98,0.43,9,2
58,0.98,0.43,26,2
58,0.98,0.43,27,1
58,0.98,0.43,32,2
58,0.98,0.43,43,1
58,0.98,0.43,54,1
58,0.98,0.43,71,2
58,0.98,0.43,74,2
58,0.98,0.43,82,1
58,0.98,0.43,95,2
59,0.19,0.64,6,1
59,0.19,0.64,36,1
59,0.19,0.64,40,1
59,0.19,0.64,64,2
59,0.19,0.64,76,1
59,0.19,0.64,81,1
59,0.19,0.64,83,2
59,0.19,0.64,85,1
59,0.19,0.64,86,1
60,0.52,0.76,25,2
60,0.52,0.76,44,1
60,0.52,0.76,47,1
60,0.52,0.76,63,1
60,0.52,0.76,64,1
60,0.52,0.76,94,1
61,0.06,0.2,38,2
61,0.06,0.2,65,1
62,0.38,0.01,-,-
63,0.36,0.86,19,1
63,0.36,0.86,64,2
64,0.36,0.67,45,1
65,0.07,0.3,-,-
66,0.2,0.04,17,2
66,0.2,0.04,62,1
67,0.3,0.31,4,2
67,0.3,0.31,13,2
67,0.3,0.31,14,1
67,0.3,0.31,16,1
67,0.3,0.31,18,2
67,0.3,0.31,22,1
67,0.3,0.31,40,1
67,0.3,0.31,75,1
68,0.95,0.07,15,1
68,0.95,0.07,28,2
68,0.95,0.07,77,2
68,0.95,0.07,93,1
69,0.4,0.79,1,1
69,0.4,0.79,34,2
69,0.4,0.79,44,2
69,0.4,0.79,47,2
69,0.4,0.79,49,1
69,0.4,0.79,60,2
69,0.4,0.79,63,1
69,0.4,0.79,64,1
69,0.4,0.79,85,2
69,0.4,0.79,90,1
69,0.4,0.79,97,2
70,0.8,0.62,7,2
70,0.8,0.62,9,1
70,0.8,0.62,10,1
70,0.8,0.62,12,1
70,0.8,0.62,25,2
70,0.8,0.62,74,2
70,0.8,0.62,80,2
70,0.8,0.62,82,1
70,0.8,0.62,87,2
70,0.8,0.62,92,1
70,0.8,0.62,94,1
71,0.82,0.39,0,1
71,0.82,0.39,9,2
71,0.82,0.39,27,1
71,0.82,0.39,54,1
71,0.82,0.39,72,2
71,0.82,0.39,73,2
72,0.69,0.28,0,1
72,0.69,0.28,27,1
72,0.69,0.28,73,2
72,0.69,0.28,78,2
73,0.68,0.32,-,-
74,0.91,0.61,7,1
74,0.91,0.61,9,1
74,0.91,0.61,10,1
74,0.91,0.61,43,1
74,0.91,0.61,82,2
74,0.91,0.61,92,1
75,0.33,0.31,13,1
75,0.33,0.31,16,2
75,0.33,0.31,18,2
75,0.33,0.31,40,2
76,0.02,0.54,6,2
76,0.02,0.54,29,2
76,0.02,0.54,81,1
76,0.02,0.54,83,1
76,0.02,0.54,86,1
77,0.89,0.17,-,-
78,0.55,0.25,73,1
79,0.42,0.54,11,2
79,0.42,0.54,13,1
79,0.42,0.54,16,2
79,0.42,0.54,18,2
79,0.42,0.54,40,2
79,0.42,0.54,45,2
79,0.42,0.54,49,1
79,0.42,0.54,64,1
80,0.63,0.59,0,2
80,0.63,0.59,11,2
80,0.63,0.59,12,2
80,0.63,0.59,34,2
80,0.63,0.59,45,2
80,0.63,0.59,47,1
80,0.63,0.59,49,1
80,0.63,0.59,87,1
80,0.63,0.59,92,1
80,0.63,0.59,94,2
80,0.63,0.59,96,1
81,0.13,0.58,40,1
81,0.13,0.58,83,1
82,0.91,0.51,9,1
82,0.91,0.51,26,1
82,0.91,0.51,27,2
82,0.91,0.51,43,1
82,0.91,0.51,71,1
82,0.91,0.51,92,2
83,0.1,0.68,-,-
84,0.09,0.4,4,2
84,0.09,0.4,6,1
84,0.09,0.4,29,2
84,0.09,0.4,51,2
84,0.09,0.4,53,1
84,0.09,0.4,65,2
84,0.09,0.4,76,2
84,0.09,0.4,81,2
84,0.09,0.4,86,1
85,0.29,0.81,19,2
85,0.29,0.81,63,1
85,0.29,0.81,64,2
86,0.11,0.47,6,1
86,0.11,0.47,29,1
86,0.11,0.47,40,2
86,0.11,0.47,65,1
86,0.11,0.47,81,2
87,0.62,0.57,0,1
87,0.62,0.57,11,1
87,0.62,0.57,12,1
87,0.62,0.57,45,2
87,0.62,0.57,47,2
87,0.62,0.57,49,2
87,0.62,0.57,92,2
87,0.62,0.57,94,1
87,0.62,0.57,96,2
88,0.26,0.9,1,2
88,0.26,0.9,19,2
88,0.26,0.9,63,2
88,0.26,0.9,69,1
88,0.26,0.9,85,2
88,0.26,0.9,90,2
89,0.84,0.33,2,2
89,0.84,0.33,9,1
89,0.84,0.33,26,2
89,0.84,0.33,27,2
89,0.84,0.33,32,1
89,0.84,0.33,43,1
89,0.84,0.33,54,1
89,0.84,0.33,58,2
89,0.84,0.33,71,1
89,0.84,0.33,72,1
89,0.84,0.33,73,2
89,0.84,0.33,77,1
89,0.84,0.33,82,2
89,0.84,0.33,95,2
90,0.33,0.87,19,1
90,0.33,0.87,44,2
90,0.33,0.87,63,2
90,0.33,0.87,85,1
91,0.02,0.83,19,1
91,0.02,0.83,83,1
92,0.76,0.63,0,1
92,0.76,0.63,9,1
92,0.76,0.63,12,1
92,0.76,0.63,25,2
92,0.76,0.63,94,2
93,0.78,0.12,72,1
93,0.78,0.12,77,1
93,0.78,0.12,98,1
94,0.61,0.62,0,1
94,0.61,0.62,12,1
95,0.91,0.3,2,2
95,0.91,0.3,26,1
95,0.91,0.3,27,1
95,0.91,0.3,28,2
95,0.91,0.3,43,1
95,0.91,0.3,54,1
95,0.91,0.3,71,2
95,0.91,0.3,77,1
96,0.46,0.53,11,1
96,0.46,0.53,13,2
96,0.46,0.53,16,1
96,0.46,0.53,18,1
96,0.46,0.53,40,1
96,0.46,0.53,45,2
96,0.46,0.53,49,1
96,0.46,0.53,64,2
96,0.46,0.53,79,1
96,0.46,0.53,94,2
97,0.54,0.89,1,1
97,0.54,0.89,25,2
97,0.54,0.89,34,2
97,0.54,0.89,44,1
97,0.54,0.89,47,2
97,0.54,0.89,60,2
97,0.54,0.89,63,2
98,0.64,0.04,-,-
99,0.89,0.98,-,-
Source node:,21,,,
Sink node:,12,,,
