r = 0.2,upperCap = 2
NodeID,X,Y,EdgeTo,Capacity
21,0.74,0.42,9,0
21,0.74,0.42,11,1
21,0.74,0.42,32,0
21,0.74,0.42,57,0
21,0.74,0.42,71,1
21,0.74,0.42,72,0
21,0.74,0.42,73,0
21,0.74,0.42,82,0
21,0.74,0.42,87,1
22,0.39,0.17,-,-
23,0.25,0.05,22,0
23,0.25,0.05,30,0
23,0.25,0.05,55,1
23,0.25,0.05,66,1
24,0.01,0.90,-,-
25,0.70,0.79,10,0
25,0.70,0.79,34,1
25,0.70,0.79,42,0
25,0.70,0.79,70,0
25,0.70,0.79,92,1
25,0.70,0.79,94,0
25,0.70,0.79,97,0
26,0.82,0.41,0,0
26,0.82,0.41,2,0
26,0.82,0.41,9,1
26,0.82,0.41,21,0
26,0.82,0.41,27,1
26,0.82,0.41,32,1
26,0.82,0.41,43,1
26,0.82,0.41,54,0
26,0.82,0.41,58,0
26,0.82,0.41,71,1
26,0.82,0.41,72,1
26,0.82,0.41,73,1
26,0.82,0.41,82,0
26,0.82,0.41,89,1
26,0.82,0.41,95,1
27,0.83,0.36,2,0
27,0.83,0.36,9,1
27,0.83,0.36,21,1
27,0.83,0.36,32,1
27,0.83,0.36,43,1
27,0.83,0.36,58,1
27,0.83,0.36,71,1
27,0.83,0.36,72,1
27,0.83,0.36,73,0
27,0.83,0.36,82,0
27,0.83,0.36,95,0
28,0.96,0.16,15,1
28,0.96,0.16,52,0
29,0.06,0.37,-,-
30,0.42,0.03,22,1
30,0.42,0.03,41,0
31,0.12,0.74,24,0
31,0.12,0.74,81,1
31,0.12,0.74,83,0
31,0.12,0.74,85,0
32,0.89,0.29,28,1
32,0.89,0.29,43,1
32,0.89,0.29,58,0
32,0.89,0.29,71,1
32,0.89,0.29,95,0
33,0.55,0.18,8,0
33,0.55,0.18,22,1
33,0.55,0.18,30,1
33,0.55,0.18,41,0
33,0.55,0.18,57,0
33,0.55,0.18,72,0
33,0.55,0.18,78,0
34,0.55,0.77,44,1
34,0.55,0.77,49,0
34,0.55,0.77,69,0
34,0.55,0.77,97,1
35,0.27,0.65,5,0
35,0.27,0.65,6,1
35,0.27,0.65,13,1
35,0.27,0.65,31,1
35,0.27,0.65,40,1
35,0.27,0.65,49,0
35,0.27,0.65,59,1
35,0.27,0.65,64,0
35,0.27,0.65,69,1
35,0.27,0.65,79,0
35,0.27,0.65,81,0
35,0.27,0.65,83,0
35,0.27,0.65,85,1
36,0.08,0.62,5,1
36,0.08,0.62,6,0
36,0.08,0.62,31,0
36,0.08,0.62,35,1
36,0.08,0.62,53,1
36,0.08,0.62,59,0
36,0.08,0.62,76,1
36,0.08,0.62,81,1
36,0.08,0.62,83,0
36,0.08,0.62,86,0
37,0.03,0.12,4,1
37,0.03,0.12,38,0
37,0.03,0.12,39,0
37,0.03,0.12,51,0
37,0.03,0.12,55,0
37,0.03,0.12,61,0
37,0.03,0.12,65,0
37,0.03,0.12,66,0
38,0.00,0.01,17,0
38,0.00,0.01,39,0
38,0.00,0.01,61,1
39,0.01,0.09,4,0
39,0.01,0.09,55,0
39,0.01,0.09,61,0
39,0.01,0.09,66,1
40,0.28,0.47,5,0
40,0.28,0.47,13,1
40,0.28,0.47,50,1
40,0.28,0.47,75,1
40,0.28,0.47,79,0
40,0.28,0.47,81,1
40,0.28,0.47,86,1
41,0.53,0.19,8,0
41,0.53,0.19,22,0
41,0.53,0.19,57,0
42,0.76,0.95,48,1
43,0.94,0.47,9,0
43,0.94,0.47,58,1
43,0.94,0.47,71,0
43,0.94,0.47,74,1
43,0.94,0.47,82,0
43,0.94,0.47,95,0
44,0.50,0.87,63,0
45,0.51,0.56,3,0
45,0.51,0.56,11,1
45,0.51,0.56,14,0
45,0.51,0.56,16,0
45,0.51,0.56,49,1
45,0.51,0.56,64,1
45,0.51,0.56,79,0
45,0.51,0.56,80,1
45,0.51,0.56,87,1
45,0.51,0.56,94,1
46,0.95,0.90,10,1
46,0.95,0.90,42,1
46,0.95,0.90,99,0
47,0.58,0.72,12,1
47,0.58,0.72,25,0
47,0.58,0.72,34,0
47,0.58,0.72,44,1
47,0.58,0.72,45,0
47,0.58,0.72,49,1
47,0.58,0.72,60,1
47,0.58,0.72,69,0
47,0.58,0.72,80,1
47,0.58,0.72,87,1
47,0.58,0.72,94,0
47,0.58,0.72,97,1
48,0.61,1.00,44,0
49,0.45,0.66,3,0
49,0.45,0.66,64,0
49,0.45,0.66,69,0
49,0.45,0.66,79,0
49,0.45,0.66,87,0
50,0.17,0.38,4,1
50,0.17,0.38,13,0
50,0.17,0.38,29,1
50,0.17,0.38,75,0
51,0.05,0.31,4,0
51,0.05,0.31,29,1
51,0.05,0.31,50,1
51,0.05,0.31,55,0
51,0.05,0.31,61,1
51,0.05,0.31,65,1
51,0.05,0.31,86,1
52,0.88,0.05,15,1
53,0.08,0.42,4,1
53,0.08,0.42,6,0
53,0.08,0.42,29,1
53,0.08,0.42,50,1
53,0.08,0.42,51,0
53,0.08,0.42,65,0
53,0.08,0.42,81,0
53,0.08,0.42,86,1
54,0.95,0.29,27,0
54,0.95,0.29,28,0
54,0.95,0.29,32,0
54,0.95,0.29,43,0
54,0.95,0.29,58,0
54,0.95,0.29,71,0
54,0.95,0.29,89,0
54,0.95,0.29,95,0
55,0.18,0.17,-,-
56,0.47,0.07,8,1
56,0.47,0.07,22,1
56,0.47,0.07,30,0
56,0.47,0.07,33,0
56,0.47,0.07,41,1
56,0.47,0.07,78,0
56,0.47,0.07,98,0
57,0.63,0.34,11,0
57,0.63,0.34,71,0
58,0.98,0.43,71,0
58,0.98,0.43,82,1
59,0.19,0.64,5,1
59,0.19,0.64,31,0
59,0.19,0.64,40,1
59,0.19,0.64,64,1
59,0.19,0.64,81,1
59,0.19,0.64,83,1
59,0.19,0.64,85,0
59,0.19,0.64,86,0
60,0.52,0.76,25,1
60,0.52,0.76,34,0
60,0.52,0.76,44,0
60,0.52,0.76,49,0
60,0.52,0.76,63,1
60,0.52,0.76,64,0
60,0.52,0.76,69,1
60,0.52,0.76,94,1
60,0.52,0.76,97,0
61,0.06,0.20,4,0
61,0.06,0.20,29,0
61,0.06,0.20,55,0
61,0.06,0.20,65,1
62,0.38,0.01,17,1
62,0.38,0.01,22,0
62,0.38,0.01,23,0
62,0.38,0.01,30,0
62,0.38,0.01,56,1
62,0.38,0.01,66,0
63,0.36,0.86,-,-
64,0.36,0.67,63,0
65,0.07,0.30,4,0
65,0.07,0.30,29,0
65,0.07,0.30,50,1
65,0.07,0.30,55,1
66,0.20,0.04,55,0
67,0.30,0.31,4,1
67,0.30,0.31,13,1
67,0.30,0.31,22,0
67,0.30,0.31,40,0
67,0.30,0.31,50,1
67,0.30,0.31,55,0
67,0.30,0.31,75,1
68,0.95,0.07,15,1
68,0.95,0.07,28,1
68,0.95,0.07,52,0
69,0.40,0.79,44,1
69,0.40,0.79,63,1
69,0.40,0.79,64,0
69,0.40,0.79,85,0
69,0.40,0.79,97,0
70,0.80,0.62,9,0
70,0.80,0.62,10,1
70,0.80,0.62,74,0
70,0.80,0.62,82,1
70,0.80,0.62,87,1
70,0.80,0.62,92,1
71,0.82,0.39,-,-
72,0.69,0.28,8,0
72,0.69,0.28,11,0
72,0.69,0.28,41,1
72,0.69,0.28,57,0
72,0.69,0.28,71,1
72,0.69,0.28,78,1
73,0.68,0.32,8,1
73,0.68,0.32,11,0
73,0.68,0.32,33,1
73,0.68,0.32,41,0
73,0.68,0.32,57,0
73,0.68,0.32,71,0
73,0.68,0.32,72,1
73,0.68,0.32,78,0
74,0.91,0.61,10,0
74,0.91,0.61,58,0
74,0.91,0.61,82,1
74,0.91,0.61,92,0
75,0.33,0.31,13,0
75,0.33,0.31,22,1
76,0.02,0.54,6,1
76,0.02,0.54,29,0
76,0.02,0.54,53,0
76,0.02,0.54,59,0
76,0.02,0.54,81,1
76,0.02,0.54,83,1
76,0.02,0.54,84,1
76,0.02,0.54,86,1
77,0.89,0.17,15,1
77,0.89,0.17,27,0
77,0.89,0.17,28,1
77,0.89,0.17,32,0
77,0.89,0.17,52,0
77,0.89,0.17,54,0
77,0.89,0.17,68,1
77,0.89,0.17,89,1
77,0.89,0.17,93,0
77,0.89,0.17,95,0
78,0.55,0.25,8,1
78,0.55,0.25,22,0
78,0.55,0.25,41,0
78,0.55,0.25,57,1
79,0.42,0.54,3,0
79,0.42,0.54,5,1
79,0.42,0.54,11,1
79,0.42,0.54,13,1
79,0.42,0.54,64,0
80,0.63,0.59,3,0
80,0.63,0.59,11,0
80,0.63,0.59,34,0
80,0.63,0.59,49,1
80,0.63,0.59,70,1
80,0.63,0.59,87,1
80,0.63,0.59,92,0
80,0.63,0.59,94,0
81,0.13,0.58,-,-
82,0.91,0.51,71,0
82,0.91,0.51,92,0
83,0.10,0.68,81,1
84,0.09,0.40,4,1
84,0.09,0.40,6,0
84,0.09,0.40,29,1
84,0.09,0.40,50,0
84,0.09,0.40,51,0
84,0.09,0.40,53,1
84,0.09,0.40,65,0
84,0.09,0.40,81,0
84,0.09,0.40,86,1
85,0.29,0.81,63,0
85,0.29,0.81,64,0
86,0.11,0.47,5,0
86,0.11,0.47,29,0
86,0.11,0.47,50,0
86,0.11,0.47,65,1
86,0.11,0.47,81,0
87,0.62,0.57,3,1
87,0.62,0.57,11,0
87,0.62,0.57,92,0
88,0.26,0.90,63,0
88,0.26,0.90,69,1
88,0.26,0.90,85,0
89,0.84,0.33,2,0
89,0.84,0.33,9,1
89,0.84,0.33,21,0
89,0.84,0.33,27,1
89,0.84,0.33,32,1
89,0.84,0.33,43,1
89,0.84,0.33,58,1
89,0.84,0.33,71,1
89,0.84,0.33,72,1
89,0.84,0.33,73,1
89,0.84,0.33,82,0
89,0.84,0.33,95,1
90,0.33,0.87,19,1
90,0.33,0.87,44,1
90,0.33,0.87,63,1
90,0.33,0.87,69,0
90,0.33,0.87,85,1
90,0.33,0.87,88,0
91,0.02,0.83,24,1
91,0.02,0.83,31,1
91,0.02,0.83,83,0
92,0.76,0.63,-,-
93,0.78,0.12,15,1
93,0.78,0.12,28,1
93,0.78,0.12,52,0
93,0.78,0.12,68,0
93,0.78,0.12,72,0
93,0.78,0.12,98,1
94,0.61,0.62,3,0
94,0.61,0.62,11,0
94,0.61,0.62,34,1
94,0.61,0.62,49,1
94,0.61,0.62,70,0
94,0.61,0.62,87,1
94,0.61,0.62,92,1
95,0.91,0.30,28,1
95,0.91,0.30,58,0
95,0.91,0.30,71,0
96,0.46,0.53,3,1
96,0.46,0.53,5,0
96,0.46,0.53,11,1
96,0.46,0.53,13,1
96,0.46,0.53,14,1
96,0.46,0.53,16,1
96,0.46,0.53,40,0
96,0.46,0.53,45,1
96,0.46,0.53,49,1
96,0.46,0.53,64,1
96,0.46,0.53,79,1
96,0.46,0.53,80,0
96,0.46,0.53,87,0
96,0.46,0.53,94,1
97,0.54,0.89,44,1
97,0.54,0.89,48,1
97,0.54,0.89,63,1
98,0.64,0.04,8,1
98,0.64,0.04,33,0
98,0.64,0.04,41,1
99,0.89,0.98,42,0
Source node:,86
Sink node:,11
