r = 0.2,upperCap = 2,,,
42,0.76,0.95,99,1
42,0.76,0.95,123,1
42,0.76,0.95,167,2
43,0.94,0.47,9,2
43,0.94,0.47,26,1
43,0.94,0.47,54,1
43,0.94,0.47,58,1
43,0.94,0.47,71,1
43,0.94,0.47,74,2
43,0.94,0.47,82,2
43,0.94,0.47,95,2
43,0.94,0.47,103,1
43,0.94,0.47,115,1
43,0.94,0.47,120,1
43,0.94,0.47,124,1
43,0.94,0.47,147,2
43,0.94,0.47,149,1
43,0.94,0.47,157,2
43,0.94,0.47,163,2
43,0.94,0.47,164,1
44,0.5,0.87,1,2
44,0.5,0.87,34,2
44,0.5,0.87,47,2
44,0.5,0.87,48,2
44,0.5,0.87,60,2
44,0.5,0.87,63,2
44,0.5,0.87,90,2
44,0.5,0.87,97,1
44,0.5,0.87,111,2
44,0.5,0.87,122,2
44,0.5,0.87,128,1
44,0.5,0.87,133,1
44,0.5,0.87,153,1
44,0.5,0.87,168,2
44,0.5,0.87,185,1
44,0.5,0.87,197,1
45,0.51,0.56,14,1
45,0.51,0.56,64,2
45,0.51,0.56,79,2
45,0.51,0.56,80,2
45,0.51,0.56,96,1
45,0.51,0.56,121,2
45,0.51,0.56,135,2
45,0.51,0.56,148,2
45,0.51,0.56,171,2
45,0.51,0.56,180,2
46,0.95,0.9,-,-
47,0.58,0.72,12,2
47,0.58,0.72,25,2
47,0.58,0.72,34,2
47,0.58,0.72,45,2
47,0.58,0.72,49,2
47,0.58,0.72,60,2
47,0.58,0.72,80,2
47,0.58,0.72,87,1
47,0.58,0.72,122,2
47,0.58,0.72,127,1
47,0.58,0.72,133,2
47,0.58,0.72,148,2
47,0.58,0.72,180,2
48,0.61,1,122,2
49,0.45,0.66,3,1
49,0.45,0.66,34,2
49,0.45,0.66,35,1
49,0.45,0.66,45,2
49,0.45,0.66,60,1
49,0.45,0.66,64,1
49,0.45,0.66,79,1
49,0.45,0.66,80,2
49,0.45,0.66,87,1
49,0.45,0.66,96,1
49,0.45,0.66,101,2
49,0.45,0.66,128,2
49,0.45,0.66,133,2
49,0.45,0.66,135,2
49,0.45,0.66,146,2
49,0.45,0.66,148,2
49,0.45,0.66,180,2
49,0.45,0.66,185,2
50,0.17,0.38,6,1
50,0.17,0.38,29,1
50,0.17,0.38,53,2
50,0.17,0.38,65,1
50,0.17,0.38,119,2
50,0.17,0.38,134,2
50,0.17,0.38,144,2
50,0.17,0.38,183,2
51,0.05,0.31,4,2
51,0.05,0.31,29,2
51,0.05,0.31,37,1
51,0.05,0.31,50,1
51,0.05,0.31,53,2
51,0.05,0.31,61,1
51,0.05,0.31,65,2
51,0.05,0.31,84,2
51,0.05,0.31,86,2
51,0.05,0.31,119,2
51,0.05,0.31,134,2
51,0.05,0.31,136,2
51,0.05,0.31,195,2
52,0.88,0.05,-,-
53,0.08,0.42,6,2
53,0.08,0.42,29,2
53,0.08,0.42,65,2
53,0.08,0.42,119,1
53,0.08,0.42,134,1
53,0.08,0.42,144,1
53,0.08,0.42,182,1
53,0.08,0.42,196,1
54,0.95,0.29,-,-
55,0.18,0.17,4,1
55,0.18,0.17,17,1
55,0.18,0.17,23,2
55,0.18,0.17,37,2
55,0.18,0.17,51,2
55,0.18,0.17,61,2
55,0.18,0.17,65,1
55,0.18,0.17,66,2
55,0.18,0.17,67,1
55,0.18,0.17,116,2
55,0.18,0.17,119,2
55,0.18,0.17,139,2
55,0.18,0.17,140,1
55,0.18,0.17,169,2
55,0.18,0.17,183,1
55,0.18,0.17,187,2
55,0.18,0.17,190,2
56,0.47,0.07,8,1
56,0.47,0.07,41,2
56,0.47,0.07,78,1
56,0.47,0.07,107,2
56,0.47,0.07,141,2
56,0.47,0.07,175,1
56,0.47,0.07,176,2
56,0.47,0.07,194,2
57,0.63,0.34,2,1
57,0.63,0.34,8,1
57,0.63,0.34,21,1
57,0.63,0.34,41,1
57,0.63,0.34,71,1
57,0.63,0.34,78,1
57,0.63,0.34,115,1
57,0.63,0.34,138,1
57,0.63,0.34,145,2
57,0.63,0.34,156,1
57,0.63,0.34,157,1
57,0.63,0.34,165,2
57,0.63,0.34,166,2
57,0.63,0.34,186,1
57,0.63,0.34,199,2
58,0.98,0.43,54,2
58,0.98,0.43,71,1
58,0.98,0.43,157,2
59,0.19,0.64,5,1
59,0.19,0.64,6,1
59,0.19,0.64,31,1
59,0.19,0.64,36,1
59,0.19,0.64,64,1
59,0.19,0.64,85,2
59,0.19,0.64,101,1
59,0.19,0.64,109,1
59,0.19,0.64,131,2
59,0.19,0.64,137,2
59,0.19,0.64,144,2
59,0.19,0.64,150,1
59,0.19,0.64,160,2
59,0.19,0.64,182,1
59,0.19,0.64,189,1
59,0.19,0.64,192,2
59,0.19,0.64,196,1
60,0.52,0.76,-,-
61,0.06,0.2,183,1
62,0.38,0.01,17,2
62,0.38,0.01,22,2
62,0.38,0.01,23,2
62,0.38,0.01,30,2
62,0.38,0.01,56,1
62,0.38,0.01,66,2
62,0.38,0.01,107,1
62,0.38,0.01,113,1
62,0.38,0.01,116,1
62,0.38,0.01,141,2
62,0.38,0.01,175,2
62,0.38,0.01,176,2
62,0.38,0.01,190,2
63,0.36,0.86,1,1
63,0.36,0.86,19,2
63,0.36,0.86,60,2
63,0.36,0.86,88,2
63,0.36,0.86,90,2
63,0.36,0.86,122,1
63,0.36,0.86,162,2
63,0.36,0.86,168,1
64,0.36,0.67,60,2
64,0.36,0.67,63,1
64,0.36,0.67,79,2
64,0.36,0.67,85,1
64,0.36,0.67,128,1
64,0.36,0.67,135,2
64,0.36,0.67,148,1
64,0.36,0.67,150,1
64,0.36,0.67,160,2
65,0.07,0.3,29,1
65,0.07,0.3,61,2
65,0.07,0.3,119,2
65,0.07,0.3,134,1
65,0.07,0.3,183,1
66,0.2,0.04,116,1
66,0.2,0.04,183,1
67,0.3,0.31,13,1
67,0.3,0.31,14,1
67,0.3,0.31,16,2
67,0.3,0.31,18,1
67,0.3,0.31,22,1
67,0.3,0.31,40,1
67,0.3,0.31,50,2
67,0.3,0.31,119,1
67,0.3,0.31,121,2
67,0.3,0.31,161,1
67,0.3,0.31,171,1
67,0.3,0.31,175,2
67,0.3,0.31,176,1
67,0.3,0.31,183,2
68,0.95,0.07,15,1
68,0.95,0.07,28,1
68,0.95,0.07,52,1
69,0.4,0.79,1,2
69,0.4,0.79,34,2
69,0.4,0.79,35,2
69,0.4,0.79,44,2
69,0.4,0.79,47,2
69,0.4,0.79,49,1
69,0.4,0.79,60,1
69,0.4,0.79,63,2
69,0.4,0.79,64,1
69,0.4,0.79,85,1
69,0.4,0.79,88,2
69,0.4,0.79,90,2
69,0.4,0.79,97,2
69,0.4,0.79,101,1
69,0.4,0.79,122,1
69,0.4,0.79,128,1
69,0.4,0.79,133,1
69,0.4,0.79,153,2
69,0.4,0.79,162,2
69,0.4,0.79,168,1
69,0.4,0.79,185,1
69,0.4,0.79,197,2
70,0.8,0.62,9,1
70,0.8,0.62,10,1
70,0.8,0.62,25,1
70,0.8,0.62,74,2
70,0.8,0.62,80,2
70,0.8,0.62,82,2
70,0.8,0.62,92,2
70,0.8,0.62,115,2
70,0.8,0.62,127,2
70,0.8,0.62,149,1
70,0.8,0.62,152,1
70,0.8,0.62,165,2
71,0.82,0.39,54,2
71,0.82,0.39,157,2
72,0.69,0.28,0,2
72,0.69,0.28,2,1
72,0.69,0.28,8,1
72,0.69,0.28,21,2
72,0.69,0.28,26,2
72,0.69,0.28,33,1
72,0.69,0.28,41,2
72,0.69,0.28,57,2
72,0.69,0.28,71,2
72,0.69,0.28,73,2
72,0.69,0.28,78,1
72,0.69,0.28,93,1
72,0.69,0.28,100,2
72,0.69,0.28,106,1
72,0.69,0.28,120,1
72,0.69,0.28,138,2
72,0.69,0.28,145,1
72,0.69,0.28,156,2
72,0.69,0.28,157,1
72,0.69,0.28,165,1
72,0.69,0.28,166,1
72,0.69,0.28,174,2
72,0.69,0.28,186,2
72,0.69,0.28,193,2
72,0.69,0.28,199,2
73,0.68,0.32,2,2
73,0.68,0.32,8,2
73,0.68,0.32,21,1
73,0.68,0.32,26,2
73,0.68,0.32,41,2
73,0.68,0.32,57,1
73,0.68,0.32,71,1
73,0.68,0.32,78,1
73,0.68,0.32,100,1
73,0.68,0.32,115,2
73,0.68,0.32,138,2
73,0.68,0.32,145,1
73,0.68,0.32,156,1
73,0.68,0.32,157,1
73,0.68,0.32,165,1
73,0.68,0.32,166,1
73,0.68,0.32,174,1
73,0.68,0.32,186,1
73,0.68,0.32,193,1
73,0.68,0.32,199,1
74,0.91,0.61,9,1
74,0.91,0.61,58,1
74,0.91,0.61,92,2
74,0.91,0.61,152,2
75,0.33,0.31,13,2
75,0.33,0.31,14,1
75,0.33,0.31,16,2
75,0.33,0.31,18,1
75,0.33,0.31,22,1
75,0.33,0.31,40,2
75,0.33,0.31,50,2
75,0.33,0.31,67,2
75,0.33,0.31,121,1
75,0.33,0.31,135,2
75,0.33,0.31,161,1
75,0.33,0.31,171,2
75,0.33,0.31,175,2
75,0.33,0.31,176,1
75,0.33,0.31,183,2
75,0.33,0.31,186,1
75,0.33,0.31,198,2
76,0.02,0.54,6,2
76,0.02,0.54,29,2
76,0.02,0.54,36,2
76,0.02,0.54,53,1
76,0.02,0.54,59,1
76,0.02,0.54,83,2
76,0.02,0.54,131,1
76,0.02,0.54,134,2
76,0.02,0.54,136,2
76,0.02,0.54,144,2
76,0.02,0.54,182,2
76,0.02,0.54,189,2
76,0.02,0.54,196,2
77,0.89,0.17,15,1
77,0.89,0.17,28,2
77,0.89,0.17,52,2
77,0.89,0.17,54,1
77,0.89,0.17,68,2
77,0.89,0.17,93,2
77,0.89,0.17,95,1
77,0.89,0.17,102,2
77,0.89,0.17,117,2
77,0.89,0.17,120,2
77,0.89,0.17,126,1
77,0.89,0.17,129,1
77,0.89,0.17,130,2
77,0.89,0.17,145,2
77,0.89,0.17,166,1
77,0.89,0.17,174,2
78,0.55,0.25,8,1
78,0.55,0.25,41,1
78,0.55,0.25,156,1
78,0.55,0.25,161,2
78,0.55,0.25,186,2
78,0.55,0.25,199,2
79,0.42,0.54,14,2
79,0.42,0.54,121,2
79,0.42,0.54,135,1
79,0.42,0.54,148,2
79,0.42,0.54,171,2
79,0.42,0.54,180,2
80,0.63,0.59,92,2
80,0.63,0.59,165,2
80,0.63,0.59,180,1
81,0.13,0.58,5,2
81,0.13,0.58,6,2
81,0.13,0.58,31,2
81,0.13,0.58,35,1
81,0.13,0.58,36,2
81,0.13,0.58,40,2
81,0.13,0.58,53,2
81,0.13,0.58,59,1
81,0.13,0.58,76,1
81,0.13,0.58,83,2
81,0.13,0.58,84,1
81,0.13,0.58,86,2
81,0.13,0.58,105,1
81,0.13,0.58,109,1
81,0.13,0.58,110,2
81,0.13,0.58,131,1
81,0.13,0.58,134,1
81,0.13,0.58,136,1
81,0.13,0.58,144,2
81,0.13,0.58,150,1
81,0.13,0.58,151,2
81,0.13,0.58,155,1
81,0.13,0.58,160,1
81,0.13,0.58,182,2
81,0.13,0.58,188,2
81,0.13,0.58,189,1
81,0.13,0.58,192,2
81,0.13,0.58,196,2
82,0.91,0.51,9,2
82,0.91,0.51,21,1
82,0.91,0.51,58,2
82,0.91,0.51,71,2
82,0.91,0.51,74,2
82,0.91,0.51,92,2
82,0.91,0.51,115,2
82,0.91,0.51,149,2
82,0.91,0.51,152,1
82,0.91,0.51,157,1
82,0.91,0.51,165,2
83,0.1,0.68,31,2
83,0.1,0.68,36,2
83,0.1,0.68,59,2
83,0.1,0.68,109,2
83,0.1,0.68,131,1
83,0.1,0.68,132,2
83,0.1,0.68,137,2
83,0.1,0.68,144,1
83,0.1,0.68,150,2
83,0.1,0.68,160,2
83,0.1,0.68,182,2
83,0.1,0.68,189,1
83,0.1,0.68,196,2
84,0.09,0.4,4,2
84,0.09,0.4,6,1
84,0.09,0.4,29,1
84,0.09,0.4,50,2
84,0.09,0.4,53,2
84,0.09,0.4,65,2
84,0.09,0.4,76,2
84,0.09,0.4,86,1
84,0.09,0.4,119,2
84,0.09,0.4,134,2
84,0.09,0.4,136,2
84,0.09,0.4,144,1
85,0.29,0.81,1,2
85,0.29,0.81,19,2
85,0.29,0.81,63,1
85,0.29,0.81,88,2
85,0.29,0.81,90,1
85,0.29,0.81,122,2
85,0.29,0.81,160,2
85,0.29,0.81,162,2
85,0.29,0.81,168,2
86,0.11,0.47,5,1
86,0.11,0.47,6,2
86,0.11,0.47,29,2
86,0.11,0.47,36,1
86,0.11,0.47,40,2
86,0.11,0.47,50,2
86,0.11,0.47,53,2
86,0.11,0.47,59,2
86,0.11,0.47,65,2
86,0.11,0.47,76,1
86,0.11,0.47,109,2
86,0.11,0.47,119,2
86,0.11,0.47,131,1
86,0.11,0.47,134,2
86,0.11,0.47,136,1
86,0.11,0.47,144,2
86,0.11,0.47,150,1
86,0.11,0.47,182,2
86,0.11,0.47,192,2
86,0.11,0.47,196,2
87,0.62,0.57,3,1
87,0.62,0.57,21,1
87,0.62,0.57,45,2
87,0.62,0.57,70,1
87,0.62,0.57,80,1
87,0.62,0.57,92,1
87,0.62,0.57,96,2
87,0.62,0.57,100,1
87,0.62,0.57,115,2
87,0.62,0.57,127,1
87,0.62,0.57,133,2
87,0.62,0.57,138,1
87,0.62,0.57,146,1
87,0.62,0.57,148,2
87,0.62,0.57,152,2
87,0.62,0.57,165,1
87,0.62,0.57,180,2
87,0.62,0.57,193,1
88,0.26,0.9,1,2
89,0.84,0.33,2,1
89,0.84,0.33,9,1
89,0.84,0.33,21,1
89,0.84,0.33,26,2
89,0.84,0.33,32,1
89,0.84,0.33,43,2
89,0.84,0.33,54,1
89,0.84,0.33,58,2
89,0.84,0.33,71,2
89,0.84,0.33,72,2
89,0.84,0.33,73,1
89,0.84,0.33,77,1
89,0.84,0.33,82,1
89,0.84,0.33,95,2
89,0.84,0.33,103,1
89,0.84,0.33,115,2
89,0.84,0.33,117,2
89,0.84,0.33,120,2
89,0.84,0.33,124,1
89,0.84,0.33,130,1
89,0.84,0.33,145,1
89,0.84,0.33,157,2
89,0.84,0.33,165,1
89,0.84,0.33,166,2
89,0.84,0.33,174,1
89,0.84,0.33,193,2
90,0.33,0.87,1,2
90,0.33,0.87,88,2
91,0.02,0.83,19,2
91,0.02,0.83,24,2
91,0.02,0.83,31,1
91,0.02,0.83,83,2
91,0.02,0.83,104,1
91,0.02,0.83,132,2
91,0.02,0.83,137,1
91,0.02,0.83,189,1
92,0.76,0.63,-,-
93,0.78,0.12,15,2
93,0.78,0.12,28,1
93,0.78,0.12,52,2
93,0.78,0.12,68,2
93,0.78,0.12,118,2
93,0.78,0.12,129,1
93,0.78,0.12,145,1
93,0.78,0.12,166,1
93,0.78,0.12,174,2
94,0.61,0.62,0,2
94,0.61,0.62,3,2
94,0.61,0.62,11,2
94,0.61,0.62,12,1
94,0.61,0.62,25,1
94,0.61,0.62,34,2
94,0.61,0.62,45,1
94,0.61,0.62,47,1
94,0.61,0.62,49,2
94,0.61,0.62,60,2
94,0.61,0.62,70,1
94,0.61,0.62,80,2
94,0.61,0.62,87,2
94,0.61,0.62,92,2
94,0.61,0.62,96,1
94,0.61,0.62,111,1
94,0.61,0.62,125,1
94,0.61,0.62,127,2
94,0.61,0.62,133,1
94,0.61,0.62,146,1
94,0.61,0.62,148,2
