r = 0.2,upperCap = 50
NodeID,X,Y,EdgeTo,Capacity
96,0.46,0.53,49,16
96,0.46,0.53,79,48
96,0.46,0.53,87,1
97,0.54,0.89,1,15
97,0.54,0.89,44,33
97,0.54,0.89,47,6
97,0.54,0.89,69,39
98,0.64,0.04,20,11
98,0.64,0.04,33,44
98,0.64,0.04,41,29
98,0.64,0.04,93,16
99,0.89,0.98,-,-
Source node:,86
Sink node:,4
